-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
|CDoc|EL|ProvFijo  |Sol.pedido|Pos.|Fe.solic. |Material |Creado por|Texto breve                             |Pedido    |Cantidad|  PrecioVal.|  Valor tot.|Ce. |GCp||B|Gestores    |Lib|Modif.el  |CeSu|Fe.entrega|Fondo|
|ZSOL|S4|          |50971768  |  30|29.01.2024|95026594 |ANGENAME  |CARNET PRUEBAS RAPIDAS VIH              |          |    200 |          1 |        200 |CS73|SAS|| |            |2  |05.02.2024|    |20240130  |     |
|ZSUA|R2|900537648 |1300130956|  10|26.01.2024|77002091 |JOSECHALEG|CARTA MENU                              |4200338178|     40 |     56.288 |  2.251.520 |CA15|RD2|| |            |2  |27.01.2024|    |20240130  |     |
|ZSUA|R2|900537648 |1300130956|  20|26.01.2024|80027375 |JOSECHALEG|GASTOS ADMINISTRATIVOS                  |4200338178|      1 |    225.152 |    225.152 |CA15|RD2|| |            |2  |27.01.2024|    |20240130  |     |
|ZSUA|CM|800063606 |1300130830|  10|24.01.2024|78000652 |SANDOSOPAD|POLIZA CUMPLIMIENTO                     |          |      1 |  4.002.061 |  4.002.061 |CA03|MGM|| |            |2  |24.01.2024|    |20240124  |     |
|ZSUA|H4|          |1300130746| 150|16.01.2024|80031408 |DELFPEDV  |CEFTAZIDIMA (USO ZOOLOGICO)             |4200338108|      3 |     10.500 |     31.500 |CA12|H04|| |            |2  |25.01.2024|    |20240116  |     |
|ZSOL|S4|          |50969887  |  10|12.01.2024|95026594 |LEIDHERCIP|CARNET PRUEBAS RAPIDAS VIH              |          |    100 |          1 |        100 |CS48|SAS|| |            |2  |31.01.2024|    |20240122  |     |
|ZSOL|S4|          |50969906  |  20|12.01.2024|95023233 |ANDRGOMGON|PLEGABLE PROGRAMA LATIR                 |          |     50 |          1 |         50 |CA04|SAS|| |            |2  |15.01.2024|    |20240126  |     |
|ZSOL|R7|          |50964199  | 910|11.01.2024|80000989 |VALEMARH  | SERVICIO TRANSPORTE AMBULANCIA         |          |      1 |          1 |          1 |CA65|RD4|| |            |2  |11.01.2024|    |20231215  |     |
|ZSOL|R7|          |50964199  | 930|11.01.2024|80001091 |VALEMARH  |TRANSPORTE PERSONAL                     |          |     24 |          1 |         24 |CA65|RD4|| |            |2  |11.01.2024|    |20231215  |     |
|ZSOL|S4|          |50969279  |  10|04.01.2024|95023088 |LAUROBRVAL|CARNET PRUEBAS RAPIDAS VIH SIFILIS AMAR |          |    100 |        299 |     29.900 |CS31|SAS|| |            |2  |09.01.2024|    |20240106  |     |
|ZSOL|S4|          |50969279  |  20|04.01.2024|95026594 |LAUROBRVAL|CARNET PRUEBAS RAPIDAS VIH              |          |    100 |          1 |        100 |CS31|SAS|| |            |2  |09.01.2024|    |20240106  |     |
|ZSOL|RA|          |50968726  |  10|29.12.2023|80001091 |IDALROJG  |Estrategia apropiación cultura organizac|          |      1 |          1 |          1 |CA65|RD4|| |            |2  |02.01.2024|    |20231229  |     |
|ZSOL|5C|          |50964287  |1030|28.12.2023|80013126 |SANDROLSAN|DIA DE LA FAMILIA                       |          |      1 |          1 |          1 |CA65|RD4|| |            |2  |28.12.2023|    |20231215  |     |
|ZSOL|RA|          |50964292  | 100|28.12.2023|80013126 |SANDROLSAN|APOYO ACTIVIDADES NAVIDEÑAS             |          |      1 |          1 |          1 |CA65|RD4|| |            |2  |28.12.2023|    |20231218  |     |
|ZSOL|RA|          |50967566  | 280|28.12.2023|80026070 |ANGIROZCAR|IMP CONSUMO BOLSA PARQUES               |          |    800 |          1 |        800 |CA65|RD4|| |            |2  |29.12.2023|    |20231219  |     |
|ZSOL|RA|          |50967566  | 290|28.12.2023|80026070 |ANGIROZCAR|IMP CONSUMO BOLSA PARQUES               |          |     10 |          1 |         10 |CA65|RD4|| |            |2  |29.12.2023|    |20231219  |     |
|ZSOL|R7|          |50963812  | 190|26.12.2023|80013126 |CLAUSANN  |RECORRIDO TREN SABANA                   |          |      1 |          1 |          1 |CA65|RD4|| |            |2  |28.12.2023|    |20231214  |     |
|ZSOL|6D|830008059 |50966004  | 130|26.12.2023|80026070 |JUANPAZVAC|IMP CONSUMO BOLSA PARQUES               |4200337412|    999 |         60 |     59.940 |CA65|RD4|| |            |2  |30.12.2023|    |20231227  |     |
|ZSOL|5C|          |50965965  | 790|22.12.2023|80014439 |IDALROJG  |AyB Act reconocimien a la gestión instit|          |      1 |          1 |          1 |CA65|RD4|| |            |2  |27.12.2023|    |20231214  |     |
|ZSOL|RA|860350253 |50966700  | 280|22.12.2023|80014439 |VICTBARG  |Lomito de res, con papas a la francesa y|          |      1 |          1 |          1 |CA65|RD4|| |            |2  |22.12.2023|    |20231217  |     |
|ZSOL|RA|          |50965624  | 180|21.12.2023|80009943 |SANDROLSAN|ENTRADA PARQUES EVENTOS EXENTO          |          |    155 |          1 |        155 |CA65|RD4|| |            |2  |21.12.2023|    |20231206  |     |
|ZSOL|RA|          |50965624  | 190|21.12.2023|80009943 |SANDROLSAN|ENTRADA PARQUES EVENTOS EXENTO          |          |     84 |          1 |         84 |CA65|RD4|| |            |2  |21.12.2023|    |20231206  |     |
|ZSOL|RA|          |50965624  | 200|21.12.2023|80009943 |SANDROLSAN|ENTRADA PARQUES EVENTOS EXENTO          |          |    149 |          1 |        149 |CA65|RD4|| |            |2  |21.12.2023|    |20231206  |     |
|ZSOL|RA|          |50965624  | 210|21.12.2023|80009943 |SANDROLSAN|ENTRADA PARQUES EVENTOS EXENTO          |          |     79 |          1 |         79 |CA65|RD4|| |            |2  |21.12.2023|    |20231206  |     |
|ZSOL|R7|          |50967218  |  80|21.12.2023|80009943 |VALEMARH  |ENTRADA PARQUES EVENTOS EXENTO          |          |     40 |          1 |         40 |CA65|RD4|| |            |2  |21.12.2023|    |20231217  |     |
|ZSOL|R7|          |50967218  |  90|21.12.2023|80014439 |VALEMARH  |AYB ALMUERZO                            |          |      4 |          1 |          4 |CA65|RD4|| |            |2  |21.12.2023|    |20231217  |     |
|ZSOL|R7|          |50967218  | 100|21.12.2023|80014439 |VALEMARH  |AYB ALMUERZO                            |          |     41 |          1 |         41 |CA65|RD4|| |            |2  |21.12.2023|    |20231217  |     |
|ZSOL|RA|          |50968250  | 110|21.12.2023|80014993 |SANDROLSAN|Bonos de consumo - Dominos              |          |      1 |          1 |          1 |CA65|RD4|| |            |2  |02.01.2024|    |20231227  |     |
|ZSOL|6D|900318146 |50968268  | 120|21.12.2023|80013126 |ANGIROZCAR|RECURSO HUMANO                          |          |      1 |          1 |          1 |CA65|RD4|| |            |2  |26.12.2023|    |20231229  |     |
|ZSOL|6D|900318146 |50968269  | 120|21.12.2023|80013126 |ANGIROZCAR|SERVICIO DE APOYO LOGÍSTICO             |4200337414|      1 |          1 |          1 |CA65|RD4|| |            |2  |27.12.2023|    |20231229  |     |
|ZSUA|R4|830008059 |1300130034| 470|21.12.2023|80001270 |JOSEURRU  |REFRIGERIO PARQUE DE DIVERSIONES        |4200337354|      2 |      7.870 |     15.740 |CA83|RD1|| |            |2  |26.12.2023|    |20231221  |     |
|ZSUA|AJ|901067142 |1300129902|  10|19.12.2023|80030960 |NUBISEGMEN|TUBO DE MANILLAS                        |          |      1 |     16.000 |     16.000 |CC07|BLO|| |            |2  |22.12.2023|    |20231230  |     |
|ZSUA|AJ|901067142 |1300129902|  20|19.12.2023|80030962 |NUBISEGMEN|COLLARES HAWAIANOS                      |          |     50 |      2.500 |    125.000 |CC07|BLO|| |            |2  |22.12.2023|    |20231230  |     |
|ZSU3|A3|900343592 |1300129954|  10|19.12.2023|80019852 |JAIRZARR  |SERVICIO PRE-HOSPITALARIO 1 A 4 HORAS   |4200337150|      1 |     62.508 |     62.508 |CA82|RD5|| |            |2  |20.12.2023|    |20231225  |     |
|ZSOL|RA|          |50956704  | 120|18.12.2023|80027345 |VALEMARH  |INSUMOS TALLER DEL CHEF                 |          |     89 |          1 |         89 |CA65|RD4|| |            |2  |18.12.2023|    |20231026  |     |
|ZSOL|RA|          |50956704  | 130|18.12.2023|80001140 |VALEMARH  |TRANSPORTE DE MATERIALES                |          |     88 |          1 |         88 |CA65|RD4|| |            |2  |18.12.2023|    |20231026  |     |
|ZSOL|RA|          |50956704  | 140|18.12.2023|80001091 |VALEMARH  |OBSEQUIOS EMPRESARIALES                 |          |      1 |          1 |          1 |CA65|RD4|| |            |2  |18.12.2023|    |20231026  |     |
|ZSOL|RA|          |50956704  | 150|18.12.2023|80001140 |VALEMARH  |TRANSPORTE DE MATERIALES                |          |      1 |          1 |          1 |CA65|RD4|| |            |2  |18.12.2023|    |20231026  |     |
|ZSOL|RA|          |50956704  | 160|18.12.2023|80014993 |VALEMARH  |TASA ADMINISTRATIVA                     |          |      1 |          1 |          1 |CA65|RD4|| |            |2  |18.12.2023|    |20231026  |     |
|ZSOL|RA|          |50956704  | 170|18.12.2023|80001140 |VALEMARH  |TRANSPORTE DE MATERIALES                |          |      1 |          1 |          1 |CA65|RD4|| |            |2  |18.12.2023|    |20231026  |     |
|ZSOL|R7|900893185 |50963918  | 380|18.12.2023|80014413 |ANGIROZCAR|Conferencia Oscar Diaz                  |          |      1 |          1 |          1 |CA65|RD4|| |            |2  |23.12.2023|    |20231201  |     |
|ZSOL|6D|          |50967664  | 220|18.12.2023|80000996 |VALEMARH  |TRANSPORTE 19 DE DICIEMBRE              |          |      1 |          1 |          1 |CA65|RD4|| |            |2  |19.12.2023|    |20231222  |     |
|ZSU3|R4|900940612 |1300129609|  10|17.12.2023|80019264 |JOSEURRU  |SERVICIO PRE-HOSPITALARIO HORA ADIC ESP |          |     12 |      8.504 |    102.048 |CA83|RD1|| |            |2  |19.12.2023|    |20231223  |     |
|ZSU3|R4|900940612 |1300129609|  20|17.12.2023|80019264 |JOSEURRU  |SERVICIO PRE-HOSPITALARIO HORA ADIC ESP |          |      2 |      8.504 |     17.008 |CA83|RD1|| |            |2  |19.12.2023|    |20231223  |     |
|ZSU3|R4|900940612 |1300129609|  30|17.12.2023|80019264 |JOSEURRU  |SERVICIO PRE-HOSPITALARIO HORA ADIC ESP |          |     30 |      8.504 |    255.120 |CA83|RD1|| |            |2  |19.12.2023|    |20231223  |     |
|ZSU3|R4|900940612 |1300129609|  40|17.12.2023|80019264 |JOSEURRU  |SERVICIO PRE-HOSPITALARIO HORA ADIC ESP |          |     18 |      8.504 |    153.072 |CA83|RD1|| |            |2  |19.12.2023|    |20231223  |     |
|ZSU3|R4|900940612 |1300129609|  50|17.12.2023|80019264 |JOSEURRU  |SERVICIO PRE-HOSPITALARIO HORA ADIC ESP |          |      2 |      8.504 |     17.008 |CA83|RD1|| |            |2  |19.12.2023|    |20231223  |     |
|ZSOL|6D|          |50954571  | 110|16.12.2023|80022707 |SANDROLSAN|PUNTO DE REGISTRO                       |          |      5 |          1 |          5 |CA65|RD4|| |            |2  |16.12.2023|    |20231006  |     |
|ZSOL|5C|          |50963860  | 400|16.12.2023|80013126 |SANDROLSAN|PUNTO DE REGISTRO                       |          |      1 |          1 |          1 |CA65|RD4|| |            |2  |16.12.2023|    |20231201  |     |
|ZSOL|RA|          |50967566  | 190|16.12.2023|80013126 |ANGIROZCAR|COORDINADOR                             |          |      1 |          1 |          1 |CA65|RD4|| |            |2  |29.12.2023|    |20231219  |     |
|ZSOL|RA|          |50967566  | 210|16.12.2023|80013126 |ANGIROZCAR|PUNTO DE REGISTRO                       |          |      1 |          1 |          1 |CA65|RD4|| |            |2  |29.12.2023|    |20231219  |     |
|ZSOL|6D|          |50962913  | 530|15.12.2023|80001119 |VALEMARH  |SERVICIOS COMPLEMENTARIOS SERVILLETAS   |          |     33 |          1 |         33 |CA65|RD4|| |            |2  |27.12.2023|    |20231123  |     |
|ZSOL|R7|900934851 |50964038  | 260|15.12.2023|80003401 |ANGIROZCAR|Reconocimientos Cierre de Gestión 2023  |          |      1 |          1 |          1 |CA65|RD4|| |            |2  |28.12.2023|    |20231201  |     |
|ZSOL|6D|          |50964896  | 190|15.12.2023|80009943 |VALEMARH  |ENTRADA PARQUES EVENTOS EXENTO          |          |     74 |          1 |         74 |CA65|RD4|| |            |2  |15.12.2023|    |20231202  |     |
|ZSOL|6D|          |50964896  | 200|15.12.2023|80009943 |VALEMARH  |ENTRADA PARQUES EVENTOS EXENTO          |          |    205 |          1 |        205 |CA65|RD4|| |            |2  |15.12.2023|    |20231202  |     |
|ZSOL|6D|          |50964896  | 210|15.12.2023|80000904 |VALEMARH  |REFRIGERIO INTERNO                      |          |    279 |          1 |        279 |CA65|RD4|| |            |2  |15.12.2023|    |20231202  |     |
|ZSOL|6D|          |50964896  | 220|15.12.2023|80000904 |VALEMARH  |REFRIGERIO INTERNO                      |          |      4 |          1 |          4 |CA65|RD4|| |            |2  |15.12.2023|    |20231202  |     |
|ZSOL|6D|          |50964896  | 230|15.12.2023|80000988 |VALEMARH  |DECORACIONES ESPECIALES ESCENOGRAFÍAS   |          |      1 |          1 |          1 |CA65|RD4|| |            |2  |15.12.2023|    |20231202  |     |
|ZSOL|6D|          |50964896  | 240|15.12.2023|80001112 |VALEMARH  |SERVICIOS COMPLEMENTARIOS MANTELERIA    |          |      1 |          1 |          1 |CA65|RD4|| |            |2  |15.12.2023|    |20231202  |     |
|ZSOL|6D|          |50964896  | 250|15.12.2023|80001113 |VALEMARH  |SERVICIOS COMPL. DE  FOTOGRAFÍAS        |          |      1 |          1 |          1 |CA65|RD4|| |            |2  |15.12.2023|    |20231202  |     |
|ZSOL|6D|          |50964896  | 260|15.12.2023|80023744 |VALEMARH  |PERSONAJE ITINERANTE                    |          |      2 |          1 |          2 |CA65|RD4|| |            |2  |15.12.2023|    |20231202  |     |
|ZSOL|6D|          |50964896  | 270|15.12.2023|80013126 |VALEMARH  |SERVICIO DE APOYO LOGÍSTICO             |          |      1 |          1 |          1 |CA65|RD4|| |            |2  |15.12.2023|    |20231202  |     |
|ZSOL|6D|          |50964896  | 280|15.12.2023|80013126 |VALEMARH  |SERVICIO DE APOYO LOGÍSTICO             |          |      1 |          1 |          1 |CA65|RD4|| |            |2  |15.12.2023|    |20231202  |     |
|ZSOL|6D|          |50964896  | 290|15.12.2023|80013126 |VALEMARH  |SERVICIO DE APOYO LOGÍSTICO             |          |      3 |          1 |          3 |CA65|RD4|| |            |2  |15.12.2023|    |20231202  |     |
|ZSOL|6D|          |50964896  | 300|15.12.2023|80000988 |VALEMARH  |DECORACIONES ESPECIALES ESCENOGRAFÍAS   |          |      1 |          1 |          1 |CA65|RD4|| |            |2  |15.12.2023|    |20231202  |     |
|ZSOL|6D|          |50964896  | 310|15.12.2023|80001140 |VALEMARH  |TRANSPORTE DE MATERIALES                |          |      1 |          1 |          1 |CA65|RD4|| |            |2  |15.12.2023|    |20231202  |     |
|ZSOL|6D|          |50964896  | 320|15.12.2023|80013126 |VALEMARH  |SERVICIO DE APOYO LOGÍSTICO             |          |      1 |          1 |          1 |CA65|RD4|| |            |2  |15.12.2023|    |20231202  |     |
|ZSOL|RA|900934851 |50967656  |  10|15.12.2023|80003401 |ANGIROZCAR|Reconocimientos planeación estratégica  |          |      1 |          1 |          1 |CA65|RD4|| |            |2  |18.12.2023|    |20231222  |     |
|ZSOL|RA|900934851 |50967656  |  20|15.12.2023|80014993 |ANGIROZCAR|Reconocimientos innovación planeación   |          |      1 |          1 |          1 |CA65|RD4|| |            |2  |18.12.2023|    |20231222  |     |
|ZSOL|RA|860025461 |50967656  |  30|15.12.2023|80023132 |ANGIROZCAR|A&B Reconocimientos planeación estratégi|          |      1 |          1 |          1 |CA65|RD4|| |            |2  |18.12.2023|    |20231222  |     |
|ZSOL|6D|          |50963091  | 230|14.12.2023|80014412 |VALEMARH  |EXCLUSIVIDAD                            |          |      1 |          1 |          1 |CA65|RD4|| |            |2  |14.12.2023|    |20231125  |     |
|ZSOL|R7|900988827 |50964199  | 170|14.12.2023|80001059 |LOREFAJGAR|SERVICIO ALQUILER TARIMA MODULAR        |4200337188|      1 |    450.000 |    450.000 |CA65|RD4|| |            |2  |21.12.2023|    |20231215  |     |
|ZSOL|R7|900988827 |50964199  | 180|14.12.2023|80007592 |LOREFAJGAR|ALQUILER OTROS SERVICIOS AUDIOVI REGIONA|4200337188|      1 |  1.500.000 |  1.500.000 |CA65|RD4|| |            |2  |21.12.2023|    |20231215  |     |
|ZSOL|R7|900988827 |50964199  | 190|14.12.2023|80004385 |LOREFAJGAR|ALQUILER PLANTA ELECTRICA               |4200337188|      1 |  1.000.000 |  1.000.000 |CA65|RD4|| |            |2  |21.12.2023|    |20231215  |     |
|ZSOL|R7|900988827 |50964199  | 800|14.12.2023|80000966 |LOREFAJGAR|SERVICIOS  MUSICALES                    |4200337188|      1 |  3.800.000 |  3.800.000 |CA65|RD4|| |            |2  |21.12.2023|    |20231215  |     |
|ZSOL|RA|900158941 |50967296  |  10|14.12.2023|80029372 |YEIMMARMAR|PEDIDO ERRONEO - CORFERIAS              |4200336570|      1 |          1 |          1 |CA65|RD4|| |            |2  |19.12.2023|    |20231215  |     |
|ZSUA|A3|900562347 |1300129492|  10|14.12.2023|80014444 |JAIRZARR  |ANIMADOR / MAESTRO DE CEREMONIA         |4200336716|      1 |          1 |          1 |CA82|RD5|| |            |2  |03.01.2024|    |20231215  |     |
|ZSOL|RA|          |50960961  |  80|13.12.2023|80019114 |JORGMENC  |Bono Cineco Formato 2D                  |          |    200 |          1 |        200 |CA65|RD4|| |            |2  |13.12.2023|    |20231109  |     |
|ZSOL|RA|          |50960961  |  90|13.12.2023|80014439 |JORGMENC  |Refrigerio Combo Veloz                  |          |     52 |          1 |         52 |CA65|RD4|| |            |2  |13.12.2023|    |20231109  |     |
|ZSOL|RA|          |50960961  | 100|13.12.2023|80026070 |JORGMENC  |Impuesto a la Bolsa                     |          |     52 |          1 |         52 |CA65|RD4|| |            |2  |13.12.2023|    |20231109  |     |
|ZSOL|RA|          |50960961  | 110|13.12.2023|80001091 |JORGMENC  |Galardones                              |          |     10 |          1 |         10 |CA65|RD4|| |            |2  |13.12.2023|    |20231109  |     |
|ZSOL|6D|          |50967032  | 200|13.12.2023|80013126 |CRISCORREI|SERVICIO DE APOYO LOGÍSTICO             |          |      1 |          1 |          1 |CA65|RD4|| |            |2  |13.12.2023|    |20231215  |     |
|ZSUA|R2|830509094 |1300129404|  10|13.12.2023|80023810 |LUISCASA  |PULSAR BRIQUETA (INNOV WATER)           |          |     13 |    567.000 |  7.371.000 |CA15|RD2|| |            |2  |14.12.2023|    |20231213  |     |
|ZSUA|R2|830509094 |1300129404|  20|13.12.2023|80023828 |LUISCASA  |HTH GRANULAR (INNOV WATER)              |          |    180 |     21.000 |  3.780.000 |CA15|RD2|| |            |2  |14.12.2023|    |20231213  |     |
|ZSUA|R2|830509094 |1300129404|  30|13.12.2023|80023829 |LUISCASA  |PH MINUS (INNOV WATER)                  |          |    325 |      4.800 |  1.560.000 |CA15|RD2|| |            |2  |14.12.2023|    |20231213  |     |
|ZSOL|5C|          |50964287  | 890|12.12.2023|80014439 |SANDROLSAN|DIA DE LA FAMILIA                       |          |      1 |          1 |          1 |CA65|RD4|| |            |2  |28.12.2023|    |20231215  |     |
|ZSOL|5C|          |50964287  | 900|12.12.2023|80014026 |SANDROLSAN|DIA DE LA FAMILIA                       |          |      1 |          1 |          1 |CA65|RD4|| |            |2  |28.12.2023|    |20231215  |     |
|ZSOL|RA|          |50964695  |  20|12.12.2023|80001113 |VICTBARG  |Cabina de fotos                         |          |      1 |          1 |          1 |CA65|RD4|| |            |2  |12.12.2023|    |20231205  |     |
|ZSOL|RA|900988827 |50967168  | 210|12.12.2023|80001237 |VALEMARH  |KIT VIAJERO                             |4200336440|     11 |          1 |         11 |CA65|RD4|| |            |2  |19.02.2024|    |20240214  |     |
|ZSOL|RA|900988827 |50967168  | 220|12.12.2023|80001237 |VALEMARH  |KIT VIAJERO                             |4200336440|      5 |          1 |          5 |CA65|RD4|| |            |2  |16.02.2024|    |20240214  |     |
|ZSOL|RA|900988827 |50967168  | 250|12.12.2023|80014439 |VALEMARH  |ALMUERZO PARRILLA MIXTA                 |4200336440|      5 |          1 |          5 |CA65|RD4|| |            |2  |16.02.2024|    |20240214  |     |
|ZSOL|RA|900988827 |50967168  | 350|12.12.2023|80000904 |VALEMARH  |REFRIGERIO INTERNO                      |4200336440|      1 |          1 |          1 |CA65|RD4|| |            |2  |20.02.2024|    |20240214  |     |
|ZSU3|RA|          |1300129137|  10|12.12.2023|80031367 |MILLCLAM  |CAJA CON 3 DONUTS 100-1000 BONOS        |4200336510|     50 |      7.987 |    399.350 |CA65|RD4|| |            |2  |14.12.2023|    |20231213  |     |
|ZSOL|R7|          |50966323  | 270|11.12.2023|80013126 |VALEMARH  |SERVICIO DE APOYO LOGÍSTICO             |          |      1 |          1 |          1 |CA65|RD4|| |            |2  |20.12.2023|    |20231212  |     |
|ZSOL|R7|          |50966323  | 450|11.12.2023|80001091 |VALEMARH  |OBSEQUIOS EMPRESARIALES                 |          |      5 |          1 |          5 |CA65|RD4|| |            |2  |20.12.2023|    |20231212  |     |
|ZSOL|R7|          |50966323  | 460|11.12.2023|80001091 |VALEMARH  |OBSEQUIOS EMPRESARIALES                 |          |      5 |          1 |          5 |CA65|RD4|| |            |2  |20.12.2023|    |20231212  |     |
|ZSOL|RA|900934851 |50966697  |  10|11.12.2023|80003401 |ANGIROZCAR|RECONOCIMIENTO CUMPLEAÑOS               |          |      1 |          1 |          1 |CA65|RD4|| |            |2  |27.12.2023|    |20231218  |     |
|ZSOL|RA|900934851 |50966697  |  20|11.12.2023|80014993 |ANGIROZCAR|A&B RECONOCIMIENTO CUMPLEAÑOS           |          |      1 |          1 |          1 |CA65|RD4|| |            |2  |27.12.2023|    |20231218  |     |
|ZSOL|RA|          |50966699  |  10|11.12.2023|80014412 |CRISCORREI|ALQUILER SALONES                        |          |      1 |          1 |          1 |CA65|RD4|| |            |2  |08.02.2024|    |20231214  |     |
|ZSOL|RA|900098776 |50966775  |  10|11.12.2023|80001091 |ANGIROZCAR|Apo rea de act involu a los funci y fami|          |      1 |          1 |          1 |CA65|RD4|| |            |2  |26.12.2023|    |20231215  |     |
|ZSOL|5C|          |50963860  | 370|09.12.2023|80013126 |SANDROLSAN|SERVICIO DE APOYO LOGÍSTICO             |          |      1 |          1 |          1 |CA65|RD4|| |            |2  |09.12.2023|    |20231201  |     |
|ZSOL|RA|900893185 |50964607  |  20|09.12.2023|80026160 |LOREFAJGAR|ALQUILER SONIDO BASICO BOG              |4200336056|      1 |    573.000 |    573.000 |CA65|RD4|| |            |2  |11.12.2023|    |20231215  |     |
|ZSOL|RA|900988827 |50966293  |  30|09.12.2023|80001091 |CRISCORREI|OBSEQUIOS EMPRESARIALES                 |4200336277|      1 |          1 |          1 |CA65|RD4|| |            |2  |18.12.2023|    |20231209  |     |
|ZSOL|RA|900988827 |50966293  |  40|09.12.2023|80001140 |CRISCORREI|TRANSPORTE DE MATERIALES                |4200336277|      1 |          1 |          1 |CA65|RD4|| |            |2  |19.12.2023|    |20231209  |     |
|ZSUA|AJ|830147635 |1300128901|  40|09.12.2023|80028226 |JEIMVASY  |BICARBONATO DE SODIO BULTO X 25 KG      |          |      1 |          1 |          1 |CC05|BLO|| |            |2  |27.12.2023|    |20231215  |     |
|ZSOL|RA|900988827 |50965960  |  10|07.12.2023|80014412 |LOREFAJGAR|Se Reemplaza por el pedido 8002220498   |          |      1 |          1 |          1 |CA65|RD4|| |            |2  |18.12.2023|    |20231211  |     |
|ZSOL|RA|          |50965960  | 190|07.12.2023|80014418 |LOREFAJGAR|TRANSPORTE CARGA EVENTOS                |          |      1 |          1 |          1 |CA65|RD4|| |            |2  |18.12.2023|    |20231211  |     |
|ZSOL|RA|          |50965960  | 200|07.12.2023|80000904 |LOREFAJGAR|REFRIGERIO INTERNO                      |          |      1 |          1 |          1 |CA65|RD4|| |            |2  |18.12.2023|    |20231211  |     |
|ZSOL|RA|          |50965960  | 210|07.12.2023|80000904 |LOREFAJGAR|REFRIGERIO INTERNO                      |          |    175 |          1 |        175 |CA65|RD4|| |            |2  |18.12.2023|    |20231211  |     |
|ZSOL|5C|          |50965965  |  10|07.12.2023|80017219 |IDALROJG  |Act reconocimien a la gestión institucio|          |      1 |          1 |          1 |CA65|RD4|| |            |2  |27.12.2023|    |20231207  |     |
|ZSOL|6D|          |50966119  |  50|07.12.2023|80013126 |GINNSOLCAM|SERVICIO DE APOYO LOGÍSTICO             |          |      3 |          1 |          3 |CA65|RD4|| |            |2  |14.12.2023|    |20231215  |     |
|ZSOL|6D|          |50966119  |  60|07.12.2023|80001140 |GINNSOLCAM|TRANSPORTE DE MATERIALES                |          |      1 |          1 |          1 |CA65|RD4|| |            |2  |14.12.2023|    |20231215  |     |
|ZSOL|RA|          |50965825  |  50|06.12.2023|80014993 |GINNSOLCAM|TASA ADMINISTRATIVA                     |          |      1 |          1 |          1 |CA65|RD4|| |            |2  |06.12.2023|    |20231214  |     |
|ZSOL|R7|901066134 |50965936  |  10|06.12.2023|80017107 |SANDROLSAN|RECORRIDO DE LUCES                      |          |      1 |          1 |          1 |CA65|RD4|| |            |2  |29.12.2023|    |20231229  |     |
|ZSOL|R7|901066134 |50965936  |  20|06.12.2023|80000904 |SANDROLSAN|RECORRIDO DE LUCES                      |          |      1 |          1 |          1 |CA65|RD4|| |            |2  |29.12.2023|    |20231229  |     |
|ZSUA|RA|830131937 |1300128514|  30|06.12.2023|80014418 |LOREFAJGAR|TRANSPORTE CARGA EVENTOS                |4200336085|      1 |          1 |          1 |CA65|RD4|| |            |2  |19.12.2023|    |20231220  |     |
|ZSU3|RA|890900076 |1300128588|  10|06.12.2023|80019114 |CARLSANCCA| CINECOLOMBIA BONO 2D                   |4200335824|     50 |      9.700 |    485.000 |CA65|RD4|| |            |2  |18.12.2023|    |20231212  |     |
|ZSUA|E8|          |1300128589|  10|06.12.2023|78000652 |DIEGSALPOV|POLIZA CUMPLIMIENTO                     |4600077796|      1 |    346.707 |    346.707 |CA07|ED7|| |            |2  |07.12.2023|    |20231215  |     |
|ZSUA|2C|1020718049|1300128660|  10|06.12.2023|80016588 |DIANROJVEL|CENTROS DE MESA FLOREROS                |          |     90 |     70.000 |  6.300.000 |CE53|C54|| |            |2  |11.12.2023|    |20231212  |     |
|ZSUA|R4|900972808 |1300128437|  80|05.12.2023|80027066 |GINAMELS  |SERVICIO ALIMENTOS GCIA - R Y D (INC 0%)|4200335762|     35 |     13.000 |    455.000 |CA83|RD1|| |            |2  |06.12.2023|    |20231213  |     |
|ZSUA|6D|51751141  |1300128510|  80|05.12.2023|80023744 |ANGERIGO  |PERSONAJE ITINERANTE                    |4200336269|      3 |    700.000 |  2.100.000 |CA83|RD1|| |            |2  |12.12.2023|    |20231206  |     |
|ZSUA|6D|51751141  |1300128510|  90|05.12.2023|80023744 |ANGERIGO  |PERSONAJE ITINERANTE                    |4200336269|      6 |    700.000 |  4.200.000 |CA83|RD1|| |            |2  |12.12.2023|    |20231206  |     |
|ZSUA|RA|830063471 |1300128572|  10|05.12.2023|80015996 |ANAMRODGOM|ALQUILER OTROS SERVICIOS AUDIOVISUALES  |4200335820|      1 |    200.000 |    200.000 |CA65|RD4|| |            |2  |06.12.2023|    |20231214  |     |
|ZSOL|R7|900988827 |50963995  | 670|04.12.2023|80001091 |LOREFAJGAR|OBSEQUIOS EMPRESARIALES                 |4200336825|      1 |          1 |          1 |CA65|RD4|| |            |2  |02.01.2024|    |20231205  |     |
|ZSOL|RA|          |50959705  |  50|03.12.2023|80014993 |INGRDELP  |TASA ADMINISTRATIVA                     |          |      1 |          1 |          1 |CA65|RD4|| |            |2  |03.12.2023|    |20231025  |     |
